0.00008 , 14.02975

0.00005 , 13.42420

0.00007 , 13.40127

0.00003 , 13.67580

0.00002 , 13.68703

0.00001 , 13.48478

0.00002 , 13.50087

0.00003 , 13.32039

0.00003 , 13.31437

0.00002 , 13.29971

0.00004 , 13.33595

0.00002 , 13.31030

0.00004 , 13.41031

0.00009 , 13.40351

0.00023 , 13.32983

0.00001 , 13.34728

0.00003 , 13.10098

0.00015 , 13.15612

0.00006 , 13.11068

0.00005 , 13.20122

0.00003 , 13.13256

0.00001 , 13.16815

0.00008 , 13.09447

0.00001 , 13.09204

0.00004 , 13.03210

0.00005 , 13.45824

0.00005 , 13.10229

0.00003 , 13.23872

0.00000 , 13.10299

0.00008 , 13.13000

0.00002 , 13.45930

0.00003 , 13.17846

0.00002 , 13.34265

0.00002 , 13.23814

0.00003 , 13.21264

0.00009 , 13.14345

0.00008 , 13.32845

0.00001 , 13.12351

0.00002 , 13.63357

0.00006 , 13.08927

0.00002 , 13.34227

0.00004 , 13.30850

0.00001 , 13.18894

0.00009 , 13.16669

0.00003 , 13.50627

0.00002 , 13.74985

0.00001 , 13.37529

0.00005 , 13.05835

0.00010 , 13.71739

0.00003 , 13.84049

