0.37608 , 21.00576,

0.39781 , 20.70741,

0.20865 , 21.10549,

0.34015 , 20.66889,

0.09070 , 20.62543,

0.36988 , 20.63851,

0.35649 , 20.59930,

0.09887 , 20.59859,

0.26131 , 20.62321,

0.19074 , 20.63527,

0.79572 , 20.62934,

0.35130 , 20.61311,

0.21245 , 20.65167,

0.37613 , 20.58957,

0.07906 , 20.64618,

0.03774 , 20.60929,

0.52238 , 20.63203,

0.28357 , 20.63903,

0.15212 , 20.60623,

0.12032 , 20.63065,

0.15922 , 21.09040,

0.08179 , 20.69188,

0.05716 , 20.69260,

0.50857 , 20.69135,

0.31401 , 20.71139,

0.13578 , 20.71562,

0.21132 , 20.70440,

0.32638 , 20.71474,

0.77715 , 20.92150,

0.93934 , 20.65823,

0.25482 , 20.66115,

0.18530 , 20.63568,

0.60302 , 20.65811,

0.48831 , 20.62922,

0.34881 , 20.72477,

0.03981 , 20.62048,

0.19339 , 20.60585,

0.12293 , 20.67112,

0.64952 , 20.62293,

0.25321 , 20.63966,

0.10067 , 20.65204,

0.14028 , 20.65913,

0.05316 , 20.65554,

0.13640 , 20.66118,

0.19651 , 20.60625,

0.17350 , 20.63734,

0.14013 , 20.65146,

0.08622 , 20.65806,

0.57837 , 20.66351,

0.19413 , 20.68926,

