0.00000 , 2.68452

0.00000 , 2.73708

0.00000 , 2.58894

0.00000 , 2.57607

0.00000 , 2.58502

0.00000 , 2.63918

0.00000 , 2.57351

0.00000 , 2.64881

0.00000 , 2.63699

0.00000 , 2.54339

0.00000 , 2.60209

0.00000 , 2.54802

0.00000 , 2.54191

0.00000 , 2.56037

0.00000 , 2.54260

0.00000 , 2.58504

0.00000 , 2.55890

0.00000 , 2.62024

0.00000 , 2.59067

0.00000 , 2.55125

0.00000 , 2.54547

0.00000 , 2.55924

0.00000 , 2.54805

0.00000 , 2.58896

0.00000 , 2.51909

0.00000 , 2.54958

0.00000 , 2.56734

0.00000 , 2.56043

0.00000 , 2.61500

0.00000 , 2.56558

0.00000 , 2.55057

0.00001 , 2.54535

0.00000 , 2.58876

0.00000 , 2.54365

0.00000 , 2.53824

0.00000 , 2.63465

0.00000 , 2.54967

0.00000 , 2.57116

0.00000 , 2.55528

0.00000 , 2.52833

0.00000 , 2.60644

0.00000 , 2.54050

0.00000 , 2.51897

0.00000 , 2.54070

0.00000 , 2.55169

0.00000 , 2.53391

0.00000 , 2.55332

0.00000 , 2.54536

0.00000 , 2.53819

0.00000 , 2.53915

