-26.09416 , 13.04307,

-24.32207 , 13.37116,

-25.13167 , 13.63317,

-25.02307 , 13.48760,

-24.90245 , 12.81379,

-25.13314 , 12.88131,

-22.83951 , 12.77498,

-23.99213 , 13.78637,

-26.28369 , 12.44669,

-22.85348 , 12.73001,

-23.23663 , 12.53576,

-24.26593 , 12.50335,

-24.44731 , 13.11280,

-24.63624 , 13.18987,

-24.41345 , 13.40268,

-24.33404 , 12.99179,

-24.37249 , 12.56204,
----
-22.90531 , 12.43371,

-25.65968 , 12.60436,

-24.79829 , 12.44786,

-25.56536 , 12.46832,

-24.60174 , 12.47266,

-22.32601 , 12.47673,

-24.03551 , 12.41025,

-26.98699 , 12.45428,

-22.94065 , 12.63312,

-23.07238 , 12.87291,

-24.27840 , 12.45216,

-25.00704 , 12.51048,

-25.59334 , 12.42510,

-23.47309 , 12.47173,

-22.96128 , 12.46648,

-23.47117 , 12.50119,

-26.48252 , 12.69819,

-22.96176 , 12.53296,

-23.45861 , 12.45496,

-23.63080 , 12.43755,

-24.84971 , 12.39420,

-25.37367 , 13.37651,

-24.96170 , 12.62506,

-24.87221 , 12.50571,

-23.70336 , 12.58620,

-24.80689 , 12.44701,

-26.40808 , 12.51837,

-25.32271 , 12.61315,

-25.06061 , 12.49494,

-25.48263 , 12.45361,

-25.90970 , 12.53477,

-24.60148 , 12.56217,

-26.03919 , 12.99774,

