334.37493 , 17.80592,

441.02183 , 17.80266,

435.83051 , 17.82557,

219.22300 , 18.16774,

1.39553 , 18.87310,

438.01142 , 18.13033,

219.27692 , 17.96005,

654.74760 , 17.99478,

219.92628 , 17.86730,

734.01441 , 17.85101,

219.94849 , 17.78311,

219.05152 , 17.93993,

220.82653 , 17.82460,

1.15130 , 17.87027,

220.46621 , 17.75955,

1.85893 , 17.93533,

435.73339 , 18.25494,

520.23655 , 17.92904,

218.62128 , 17.81170,

439.83741 , 17.81590,

871.45094 , 17.79701,

2.58861 , 17.74405,

874.08294 , 17.73139,

219.40490 , 17.83778,

435.92997 , 17.85970,

659.48297 , 17.89384,

871.88256 , 17.79528,

654.72676 , 17.77060,

2.05052 , 17.81940,

658.96672 , 17.76819,

653.41752 , 17.76847,

436.09276 , 17.85477,

654.73081 , 17.79609,

438.07988 , 17.83533,

219.52561 , 17.72278,

657.75465 , 17.73916,

435.22915 , 17.59949,

219.72122 , 17.69035,

439.39030 , 18.01453,

439.66400 , 18.00918,

1106.04129 , 18.23717,

220.13475 , 17.89122,

1119.61843 , 17.79853,

1.22104 , 17.71565,

219.61675 , 17.79205,

0.82779 , 17.61834,

655.82917 , 17.64050,

435.77473 , 17.77857,

872.74751 , 17.75767,

873.45352 , 17.76933,

