0.00000 ; 2.63118

0.00000 ; 2.53401

0.00000 ; 2.32021

0.00000 ; 2.38937

0.00000 ; 2.38280

0.00000 ; 2.66899

0.00000 ; 2.60935

0.00000 ; 2.50832

0.00000 ; 2.45946

0.00000 ; 2.37939

0.00000 ; 2.31499

0.00000 ; 2.37865

0.00000 ; 2.46751

0.00000 ; 2.42560

0.00000 ; 2.45940

0.00000 ; 2.64984

0.00000 ; 2.66107

0.00000 ; 2.64446

0.00000 ; 2.62994

0.00000 ; 2.55846

0.00000 ; 2.53082

0.00000 ; 2.38935

0.00000 ; 2.44885

0.00000 ; 2.57134

0.00000 ; 2.52843

0.00000 ; 2.55437

0.00000 ; 2.52764

0.00000 ; 2.72234

0.00000 ; 2.54228

0.00000 ; 2.51643

0.00000 ; 2.51449

0.00000 ; 2.59482

0.00000 ; 2.45917

0.00000 ; 2.49537

0.00000 ; 2.46246

0.00000 ; 2.48532

0.00000 ; 2.50146

0.00000 ; 2.49470

0.00000 ; 2.46540

0.00000 ; 2.49429

0.00000 ; 2.48766

0.00000 ; 2.64274

0.00000 ; 2.65338

0.00000 ; 2.50237

0.00000 ; 2.50965

0.00000 ; 2.48247

0.00000 ; 2.50935

0.00000 ; 2.47663

0.00000 ; 2.46569

0.00000 ; 2.56028

0.00000 ; 2.52359

0.00000 ; 2.59703

0.00000 ; 2.49007

0.00000 ; 2.50122

0.00000 ; 2.64291

