0.00000 , 4.82747

0.00000 , 4.57006

0.00000 , 4.59795

0.00001 , 4.56542

0.00000 , 4.57366

0.00001 , 4.60104

0.00000 , 4.55677

0.00000 , 4.64688

0.00000 , 4.83862

0.00000 , 4.95083

0.00000 , 4.87322

0.00000 , 4.79146

0.00000 , 4.71695

0.00000 , 4.68137

0.00001 , 4.56638

0.00000 , 4.68505

0.00000 , 4.56880

0.00000 , 4.59432

0.00000 , 4.59892

0.00000 , 4.56507

0.00000 , 4.59246

0.00000 , 4.56057

0.00000 , 4.56215

0.00000 , 4.60675

0.00000 , 4.55863

0.00000 , 4.59759

0.00000 , 4.58329

0.00001 , 4.57528

0.00001 , 4.60719

0.00000 , 4.92601

0.00000 , 4.87979

0.00000 , 4.77394

0.00000 , 4.63785

0.00000 , 4.68824

0.00000 , 4.82644

0.00000 , 4.79526

0.00000 , 4.71560

0.00000 , 4.84364

0.00000 , 4.82292

0.00000 , 5.05502

0.00000 , 4.88372

0.00000 , 4.80484

0.00000 , 4.65675

0.00000 , 4.75983

0.00000 , 4.79971

0.00001 , 4.69689

0.00000 , 4.75235

0.00000 , 4.82127

0.00000 , 4.87048

0.00000 , 4.90379

