0.53358 , 6.33032,

72.79715 , 6.22087,

35.47689 , 6.20528,

36.34176 , 6.24448,

105.17392 , 6.17961,

35.23973 , 6.20704,

35.66174 , 5.99283,

0.59696 , 6.24118,

0.35775 , 5.99201,

0.83302 , 5.87992,

242.76589 , 5.84377,

103.73409 , 6.15177,

0.53024 , 5.81387,

0.97594 , 5.79715,

5.09227 , 5.78879,

35.18657 , 6.05397,

35.17953 , 6.32613,

231.46316 , 6.10456,

0.51003 , 6.02746,

132.23388 , 5.94183,

0.56647 , 5.79452,

125.78907 , 5.86036,

29.26284 , 5.77510,

32.63917 , 5.77484,

1.00082 , 5.77010,

64.70343 , 5.82792,

0.85359 , 5.78236,

154.66920 , 5.78490,

154.62997 , 5.70790,

0.72257 , 5.85952,

34.77662 , 5.81053,

113.73238 , 5.96902,

35.59729 , 5.91119,

0.36185 , 5.89858,

0.69487 , 5.86376,

0.53373 , 5.91349,

120.17991 , 5.95884,

0.67382 , 5.87922,

103.99798 , 5.85682,

0.67429 , 5.83001,

0.51807 , 5.87964,

122.30113 , 6.15087,

178.40702 , 5.90069,

70.21730 , 5.82937,

0.34588 , 5.82198,

68.74297 , 5.83461,

0.25370 , 5.78630,

2.02667 , 5.73425,

27.48311 , 5.81175,

0.72679 , 5.73073,
