0.00061 , 4.91406

2.47470 , 4.83890

3.72638 , 4.79492

0.00133 , 4.82870

0.00165 , 4.78050

0.00011 , 4.77577

0.00049 , 4.92808

0.00047 , 5.04383

0.00110 , 5.13013

1.25161 , 4.98249

0.00053 , 4.89683

0.00055 , 4.88180

1.24705 , 4.85257

0.00094 , 4.96160

1.26071 , 4.80827

0.00064 , 4.80478

0.00068 , 4.76253

0.00180 , 4.80722

0.01186 , 4.77867

0.00023 , 4.75736

0.00266 , 4.81545

0.00178 , 4.77667

0.00042 , 4.78241

0.00106 , 4.76406

4.94419 , 4.77871

0.00015 , 4.81008

1.23919 , 4.78267

0.00723 , 4.84654

0.00007 , 4.75388

0.00026 , 4.80405

0.00239 , 4.76048

0.00080 , 4.84205

0.00160 , 5.03981

0.00040 , 4.81865

0.00098 , 4.77258

0.00016 , 4.79812

1.24278 , 4.76574

1.06417 , 4.80197

0.00378 , 4.72925

1.24432 , 4.82865

0.00232 , 4.76055

0.00868 , 4.75372

0.00024 , 4.79750

1.23739 , 4.77624

1.25024 , 4.81929

0.00081 , 4.76510

1.24525 , 4.76775

0.00038 , 4.79483

1.22518 , 4.77093

0.00004 , 4.79261

