-9.13711 , 4.71253

-9.16424 , 4.78389

-9.42982 , 4.88904

-8.76402 , 4.89420

-9.02259 , 5.02445

-9.17228 , 5.03382

-9.44541 , 4.86695

-9.06122 , 4.88362

-8.93907 , 4.64037

-9.13450 , 4.71394

-9.56870 , 5.73768

-9.40894 , 4.77012

-9.25787 , 4.68507

-9.50749 , 4.96541

-9.41281 , 4.82733

-9.05314 , 4.80762

-8.91662 , 4.88544

-9.18335 , 4.77325

-9.35672 , 4.66689

-9.36306 , 4.74706

-9.20356 , 5.19787

-8.90548 , 4.97242

-8.59043 , 4.83398

-9.03740 , 4.59236

-8.70487 , 4.65684

-9.05136 , 4.64506

-9.50977 , 4.66909

-9.29345 , 4.64763

-9.01469 , 4.60833

-8.82210 , 4.73461

-9.49121 , 5.44598

-9.31726 , 5.10124

-9.27901 , 4.65616

-9.54564 , 4.70984

-9.22545 , 4.74294

-9.39349 , 4.71158

-8.77884 , 4.93176

-8.93485 , 4.71355

-9.32030 , 4.82397

-9.11156 , 4.83949

-9.27867 , 4.79752

-9.11082 , 4.77024

-9.39099 , 4.84876

-9.54961 , 4.80375

-9.44899 , 4.84616

-9.16356 , 4.86115

-9.08192 , 4.90189

-8.84626 , 4.88020

-9.37988 , 4.93269

-9.22320 , 4.88344
